City_ID,City,Country,Max Temp,Current description,Lat,Lng,Hotel Name
204,Taungdwingyi,MM,83.64,clear sky,20.0167,95.55,NayNaing MobileService
205,Esperance,AU,61.83,overcast clouds,-33.8667,121.9,Hospitality Esperance
208,Basoda,IN,79.38,scattered clouds,23.85,77.9333,Sahu Dharamshala
209,Labuhan,ID,78.04,overcast clouds,-6.8844,112.2051,PT PPI Lamongan Tambak C
211,Meulaboh,ID,84.74,clear sky,4.1363,96.1285,Kost Pria
212,Bereda,ES,48.15,overcast clouds,43.2686,-7.5406,Pazo de Verdes
213,Saldanha,ZA,61.66,overcast clouds,-33.0117,17.9442,Blue Bay Lodge
214,Daru,PG,82.76,overcast clouds,-9.0763,143.2092,Daru Lodge
215,Goderich,CA,44.91,overcast clouds,43.7501,-81.7165,Harmony Inn
216,Bull Savanna,JM,72.97,clear sky,17.8868,-77.5902,Big Red's
217,Tra Vinh,VN,82.72,broken clouds,9.9347,106.3453,Hồng Ân
219,Oistins,BB,79.59,overcast clouds,13.0667,-59.5333,Butterfly Beach Hotel
222,Tabatinga,BR,75.29,scattered clouds,-4.2525,-69.9381,Hotel Amazon Bed and Breakfast / Hotel Amazon B&B
224,Victoria,HK,75.18,clear sky,22.2855,114.1577,Mini Hotel Central
228,Kamaishi,JP,46.85,light rain,39.2667,141.8833,Hotel Route Inn Kamaishi
230,Makakilo City,US,75.52,mist,21.3469,-158.0858,Marriott's Ko Olina Beach Club
233,Sola,VU,79.25,overcast clouds,-13.8833,167.55,Leumerus Bungalows
234,Plettenberg Bay,ZA,65.01,light rain,-34.0527,23.3716,Thanda Vista B&B
235,Ngunguru,NZ,70.16,overcast clouds,-35.6167,174.5,Pacific Rendezvous Motel Resort
236,Biltine,TD,83.79,clear sky,14.5333,20.9167,Hôtel Trois Étoiles de Biltine
237,Kahului,US,74.84,heavy intensity rain,20.8947,-156.47,Maui Seaside Hotel
238,Noumea,NC,82.38,broken clouds,-22.2763,166.4572,Hôtel Le Lagon
239,Saint George,US,55.35,clear sky,37.1041,-113.5841,Best Western Plus Abbey Inn
240,Bubaque,GW,80.35,clear sky,11.2833,-15.8333,"Casa Dora, Bubaque"
241,Arlit,NE,73.62,clear sky,18.7369,7.3853,Case de Passage De la Prefecture
242,Balikpapan,ID,83.39,scattered clouds,-1.2675,116.8289,ibis Balikpapan
243,Livingston,GB,41.68,light rain,55.9029,-3.5226,"Premier Inn Livingston (M8, Jct3) hotel"
245,Guerrero Negro,MX,60.82,clear sky,27.9769,-114.0611,"Casa Laguna, Bed & Breakfast"
246,Santiago Del Estero,AR,75.67,overcast clouds,-27.7951,-64.2615,Apartamentos Castelli 90
247,Waingapu,ID,83.73,overcast clouds,-9.6567,120.2641,Pondok Wisata Elim
248,Qeshm,IR,82.27,clear sky,26.9581,56.2719,Qeshm Kavan Hotel
249,Timizart,DZ,47.98,broken clouds,36.8,4.2667,yefssah restaurant
251,Payo,ID,84.22,overcast clouds,-3.7508,103.6372,Mess keban agung
252,Faanui,PF,80.69,broken clouds,-16.4833,-151.75,Bora-Bora Pearl Beach Resort & Spa
253,Kouroussa,GN,70.86,clear sky,10.65,-9.8833,Hotel Paillote
254,Marsh Harbour,BS,77.0,overcast clouds,26.5412,-77.0636,Abaco Beach Resort
256,Sarramea,NC,81.52,overcast clouds,-21.6421,165.8452,Hotel Evasion
258,Hasaki,JP,52.29,overcast clouds,35.7333,140.8333,Hotel Sunrise Choshi
259,Townsville,AU,81.48,scattered clouds,-19.25,146.8,Rydges Southbank Townsville
260,Grand-Lahou,CI,80.42,overcast clouds,5.1367,-5.0242,Hotel Beatitude de Grand Lahou
261,Yeppoon,AU,80.38,few clouds,-23.1333,150.7333,Villa Mar Colina
265,San Joaquin,US,50.25,mist,37.9333,-121.3011,University Plaza Waterfront Hotel
266,Bambous Virieux,MU,84.45,light rain,-20.3428,57.7575,Casa Tia Villa
267,Santa Cruz Del Norte,CU,68.74,clear sky,23.1539,-81.9236,Felipon Pon Pon
271,Kuito,AO,68.86,light rain,-12.3833,16.9333,Herdeiros de Antunes Capusso
277,Sakakah,SA,60.62,clear sky,29.9697,40.2064,Fakhamat Al Orjoana Apartment
279,Rocha,UY,57.7,clear sky,-34.4833,-54.3333,Hotel Arrarte
280,Castelnau-Le-Lez,FR,46.54,clear sky,43.6333,3.9,Domaine de Verchant
281,Tabou,CI,80.65,overcast clouds,4.423,-7.3528,hotêl doufoulougou
282,Eureka,US,49.62,overcast clouds,40.8021,-124.1637,Eureka Inn Trademark By Wyndham
283,Vila,PT,42.33,overcast clouds,42.0304,-8.1588,Hotel Castrum Villae by Walk Hotels
284,Zambezi,ZM,81.7,broken clouds,-13.5432,23.1047,Royal Kutachika Lodge
285,San Patricio,US,75.88,overcast clouds,28.017,-97.5169,"Motel 6 Sinton, TX"
287,Banda Aceh,ID,83.8,broken clouds,5.5577,95.3222,Sulthan Hotel International
288,Progreso,MX,71.71,clear sky,21.2833,-89.6667,Playa Linda Hotel
289,Abu Dhabi,AE,78.91,clear sky,24.4667,54.3667,Ramee Garden Hotel Apartments
291,Amahai,ID,83.07,overcast clouds,-3.3333,128.9167,HOTEL ISABELA
292,Takoradi,GH,81.95,few clouds,4.8845,-1.7554,Raybow International Hotel
293,Acarau,BR,80.78,few clouds,-2.8856,-40.12,castelo pizzaria
294,Te Anau,NZ,49.08,overcast clouds,-45.4167,167.7167,Kingsgate Hotel Te Anau
295,Mali,GN,61.18,scattered clouds,12.079,-12.2982,Hotel La Dame de Mali
296,Caravelas,BR,71.82,clear sky,-17.7125,-39.2481,Pousada dos Navegantes
297,Pyay,MM,84.81,clear sky,18.8167,95.2167,Shwe Pyi Thar
298,Matara,LK,82.85,broken clouds,5.9485,80.5353,Amaloh Boutique Resort
301,Voh,NC,79.56,few clouds,-20.9667,164.7,Le gîte du Koniambo
306,Mount Gambier,AU,61.93,clear sky,-37.8333,140.7667,The Commodore
307,Santa Cruz,BO,68.52,overcast clouds,-17.8,-63.1667,Aviador Hotel Boutique
308,Palu,ID,81.93,overcast clouds,-0.8917,119.8707,Hotel Santika Palu
309,Nouadhibou,MR,65.46,few clouds,20.931,-17.0347,El Medina
311,Kavieng,PG,82.47,overcast clouds,-2.5744,150.7967,Nusa Island Retreat
312,Uige,AO,74.55,overcast clouds,-7.6087,15.0613,Hotel Catraio
313,Naze,JP,65.17,broken clouds,28.3667,129.4833,Shishime Hotel
314,San Ramon,US,53.49,clear sky,37.7799,-121.978,San Ramon Marriott
318,Norman,US,49.26,scattered clouds,35.2226,-97.4395,Montford Inn
319,Waipawa,NZ,53.02,light rain,-41.4122,175.5153,Tora Coastal Walk
320,Ishigaki,JP,73.67,broken clouds,24.3448,124.1572,Hotel Peace Land Ishigakijima
321,Itoman,JP,73.42,few clouds,26.1247,127.6694,Southern Beach Hotel & Resort Okinawa
323,Vale,GE,44.26,clear sky,41.6156,42.8722,Arali Guest House
324,Russellville,US,67.84,mist,35.2784,-93.1338,Hampton Inn Russellville
325,Kirakira,SB,80.44,light rain,-10.4544,161.9205,SanBiz Lodge
327,Tibu,CO,72.05,overcast clouds,8.639,-72.7358,Hotel Yuliana's
328,Guozhen,CN,52.97,overcast clouds,34.3659,107.359,Yucai Hotel
330,Puerto Quijarro,BO,71.58,overcast clouds,-17.7833,-57.7667,Hotel palance
331,Bethel,US,52.38,mist,41.3712,-73.414,Courtyard by Marriott Danbury
332,Yilan,TW,71.37,broken clouds,24.757,121.753,Dar Chen Hotel
334,Viedma,AR,62.78,clear sky,-40.8135,-62.9967,Hotel Cristal
336,Searcy,US,68.72,overcast clouds,35.2506,-91.7363,"Holiday Inn Express & Suites Searcy, an IHG Hotel"
337,Acapulco,MX,76.82,few clouds,16.8634,-99.8901,HS Hotsson Smart Acapulco
338,Toyooka,JP,47.89,overcast clouds,35.5333,134.8333,O Hotel Toyooka
341,La Plata,AR,65.97,few clouds,-34.9215,-57.9545,Hotel Corregidor
342,Grand Gaube,MU,84.6,light rain,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
343,Lorengau,PG,78.73,moderate rain,-2.0226,147.2712,Lorengau Harbourside Hotel
345,Moshi,TZ,80.37,broken clouds,-3.35,37.3333,Osy Grand Hotel
346,Giyani,ZA,81.64,overcast clouds,-23.3025,30.7187,Kulani Country Lodge
349,Poum,NC,82.0,clear sky,-20.2333,164.0167,Gîte kajeon
353,Laguna,US,48.42,mist,38.421,-121.4238,"Holiday Inn Express & Suites Elk Grove Central - Hwy 99, an IHG Hotel"
355,Oktyabrskoye,RU,46.54,clear sky,43.0645,44.7417,Prolesok Mini-hotel
356,Fukuma,JP,59.29,clear sky,33.7667,130.4667,Masago
358,Cidreira,BR,69.78,overcast clouds,-30.1811,-50.2056,Hotel Castelo
361,Wewak,PG,83.05,overcast clouds,-3.5534,143.6268,In Wewak Boutique Hotel
362,Half Moon Bay,US,55.87,mist,37.4636,-122.4286,"The Ritz-Carlton, Half Moon Bay"
363,Palmer,US,44.82,overcast clouds,42.1584,-72.3287,Wedgewood Motel
365,Klaksvik,FO,40.12,overcast clouds,62.2266,-6.589,Airbnb rooms
366,San Carlos De Bariloche,AR,55.99,clear sky,-41.1456,-71.3082,Hotel Patagonia
369,Shingu,JP,57.29,overcast clouds,33.7333,135.9833,Shingu UI Hotel
